Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
24,ECMWF,IBM,pSeries 690 Turbo 1.3GHz,United Kingdom,2002,960,2560.0,4992.0,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Weather and Climate Research,SP Switch,Colony,Northern Europe,Europe
25,Energy Company (D),Hewlett-Packard,"Cluster Platform 6000 rx5670-4x256, Itanium2 1.3 GHz, GigE",United States,2003,1024,2556.0,5324.8,0,0,Intel IA-64,Intel IA-64 Itanium 2,1300.0,HP Cluster Platform 6000,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
27,Sandia National Laboratories,Intel,ASCI Red,United States,1999,9632,2379.0,3207.0,362880,75400,Intel IA-32,Intel IA-32 Pentium Pro,333.3,intel Paragon,Paragon OS,MPP,Research,Not Specified,Proprietary,Proprietary,North America,Americas
28,IBM,IBM,pSeries 690 Turbo 1.3GHz,Canada,2003,864,2310.0,4492.8,275000,62000,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Vendor,Not Specified,SP Switch,Colony,North America,Americas
29,Oak Ridge National Laboratory,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,864,2310.0,4492.8,275000,62000,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Not Specified,SP Switch,Colony,North America,Americas
31,Max-Planck-Gesellschaft MPI/IPP,IBM,pSeries 690 Turbo 1.3 GHz,Germany,2003,822,2198.44,4274.4,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Not Specified,SP Switch,Colony,Western Europe,Europe
32,NASA/Goddard Space Flight Center,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,1392,2164.0,2784.0,320000,40000,Alpha,Alpha,1000.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
33,Lawrence Livermore National Laboratory,IBM,"ASCI Blue-Pacific SST, IBM SP 604e",United States,1999,5808,2144.0,3856.5,431344,0,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
34,US Army Research Laboratory (ARL),IBM,pSeries 690 Turbo 1.3GHz,United States,2002,800,2140.0,4160.0,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Not Specified,SP Switch,Colony,North America,Americas
36,Atomic Weapons Establishment,IBM,SP Power3 375 MHz 16 way,United Kingdom,2002,1920,2106.0,2880.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Classified,Not Specified,SP Switch,SP Switch,Northern Europe,Europe
37,Deutscher Wetterdienst,IBM,SP Power3 375 MHz 16 way,Germany,2003,1920,2106.0,2880.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,Western Europe,Europe
39,National Centers for Environmental Prediction,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,704,1849.0,3660.8,240000,32500,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Weather Forecasting,SP Switch,Colony,North America,Americas
40,National Centers for Environmental Prediction,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,704,1849.0,3660.8,240000,32500,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Research,Weather and Climate Research,SP Switch,Colony,North America,Americas
42,KISTI Supercomputing Center,IBM,pSeries 690 Turbo 1.7 GHz,"Korea, South",2003,544,1760.0,3699.2,400000,0,Power,POWER4,1700.0,IBM pSeries,AIX,MPP,Research,Not Specified,SP Switch,Colony,Eastern Asia,Asia
43,Semiconductor Company (C),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,United States,2003,1834,1755.0,8803.2,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
44,WETA Digital,IBM,"BladeCenter Cluster Xeon 2.8 GHz, Gig-Ethernet",New Zealand,2003,1176,1755.0,6585.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Image Proc./Rendering,Gigabit Ethernet,Gigabit Ethernet,Australia and New Zealand,Oceania
45,Semiconductor Company (C),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",United States,2003,1140,1755.0,6384.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
46,Semiconductor Company (C),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",United States,2003,1140,1755.0,6384.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
47,PGS,IBM,xSeries Cluster Xeon 3.06 GHz - Gig-E,United States,2003,1024,1755.0,6266.88,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
48,WETA Digital,IBM,"BladeCenter Cluster Xeon 2.8 GHz, Gig-Ethernet",New Zealand,2003,1080,1755.0,6048.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Image Proc./Rendering,Gigabit Ethernet,Gigabit Ethernet,Australia and New Zealand,Oceania
49,Semiconductor Company (C),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",United States,2003,1030,1755.0,5768.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
50,Semiconductor Company (C),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",United States,2003,1028,1755.0,5756.8,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
51,Semiconductor Company (C),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",United States,2003,1028,1755.0,5756.8,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
52,Compagnie Generale de Geophysique (CGG),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,United Kingdom,2003,1100,1755.0,5280.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
54,Paradigm Geophysical,IBM,"BladeCenter Cluster Xeon 2.4 GHz, Gig-Ethernet",United States,2003,1024,1755.0,4915.2,335000,41600,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Research,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
55,TotalFinaElf,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,France,2003,1024,1755.0,4915.2,335000,41600,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
56,Sandia National Laboratories,Hewlett-Packard,"Cluster Platform DL360G3, Pentium4 Xeon 2.8 GHz, Myrinet",United States,2003,512,1750.0,2867.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,HP Cluster Platform 3000,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
57,Sandia National Laboratories,Hewlett-Packard,"Cluster Platform DL360G3, Pentium4 Xeon 2.8 GHz, Myrinet",United States,2003,512,1750.0,2867.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,HP Cluster Platform 3000,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
59,Geotrace,IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",United States,2003,1000,1720.39,5600.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
61,SG SGBI,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,France,2003,968,1674.23,4646.4,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
65,Los Alamos National Laboratory,SGI,ASCI Blue Mountain,United States,1998,6144,1608.0,3072.0,374400,138000,MIPS,MIPS R10000,250.0,SGI Origin,IRIX,MPP,Research,Not Specified,HIPPI,HIPPI,North America,Americas
66,GX Technology,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,United States,2003,880,1547.31,4224.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
67,Sandia National Laboratories,Dell,Vplant Cluster P4 XEON 2.4/2.0 GHz - Myrinet,United States,2002,660,1504.0,2963.0,160000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2244.0,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
69,DKRZ - Deutsches Klimarechenzentrum,NEC,SX-6/192M24,Germany,2003,192,1484.0,1536.0,200064,15744,NEC,NEC,1000.0,NEC Vector,Super-UX,MPP,Research,Weather and Climate Research,Crossbar,Multi-stage crossbar,Western Europe,Europe
71,US Army HPC Research Center at NCS,Cray Inc.,Cray X1,United States,2003,124,1448.42,1587.2,0,0,Cray,Cray X1,800.0,Cray X1,UNICOS,MPP,Research,Not Specified,Crossbar,Crossbar,North America,Americas
73,IBM Thomas J. Watson Research Center,IBM,BlueGene/L DD1 Prototype (0.5GHz PowerPC 440 w/Custom),United States,2003,1024,1435.0,2048.0,110592,0,Power,PowerPC 440,500.0,IBM BlueGene/L,Linux,MPP,Research,Not Specified,Proprietary,Proprietary,North America,Americas
74,Semiconductor Company (E),IBM,xSeries Cluster Xeon 3.06 GHz - Gig-E,United States,2003,800,1431.92,4986.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,IBM Cluster,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
75,Verisign,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,United States,2003,800,1431.92,3840.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Database,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
76,IBM,IBM,pSeries 690 Turbo 1.7 GHz GigEth,United States,2003,384,1424.0,2611.2,325000,0,Power,POWER4,1700.0,IBM pSeries,AIX,MPP,Vendor,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
77,Energy Company (D),Hewlett-Packard,"Cluster Platform 6000 rx4640-4x136 Itanium2 1.3 GHz, GigE",United States,2003,544,1418.0,2828.8,0,0,Intel IA-64,Intel IA-64 Itanium 2,1300.0,HP Cluster Platform 6000,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
78,Naval Oceanographic Office (NAVOCEANO),IBM,SP Power3 375 MHz,United States,2000,1336,1417.0,2004.0,374000,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,North America,Americas
80,NCAR (National Center for Atmospheric Research),IBM,SP Power3 375 MHz 16 way,United States,2001,1260,1382.0,1890.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,North America,Americas
81,National Institute for Fusion Science,NEC,SX-7/160M5,Japan,2003,160,1378.0,1412.8,200000,15200,NEC,NEC,552.486,NEC Vector,Super-UX,MPP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
83,Geoscience (D),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",Mexico,2003,706,1296.35,3953.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Central America,Americas
84,Geoscience (D),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",Mexico,2003,706,1296.35,3953.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Central America,Americas
85,Geoscience (D),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",Mexico,2003,706,1296.35,3953.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Central America,Americas
87,Lawrence Livermore National Laboratory,IBM,SP Power3 375 MHz 16 way,United States,2001,1088,1193.0,1632.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
89,National Centers for Environmental Prediction,IBM,SP Power3 375 MHz,United States,2000,1104,1179.0,1656.0,0,0,Power,POWER3,375.0,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,North America,Americas
90,Public Sector,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,China,2003,622,1175.19,2985.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Government,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
94,Government,Cray Inc.,T3E1200,United States,2001,1900,1166.0,2280.0,230016,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
95,ERDC MSRC,Cray Inc.,T3E1200/900,United States,1999,1792,1166.0,1999.0,230016,0,Alpha,Alpha,558.7,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
96,Semiconductor Company (C),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",United States,2003,602,1146.35,3371.2,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
97,Semiconductor Company (D),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",Israel,2003,600,1143.46,3360.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Research,Gigabit Ethernet,Gigabit Ethernet,Western Asia,Asia
98,Oak Ridge National Laboratory,SGI,SGI Altix 1.5 GHz,United States,2003,256,1142.0,1536.0,334080,46000,Intel IA-64,Intel IA-64 Itanium 2,1500.0,SGI Altix,Linux,MPP,Research,Not Specified,NUMAlink,NUMAlink,North America,Americas
100,NASA/Ames Research Center/NAS,SGI,SGI Altix 1.3 GHz,United States,2003,256,1142.0,1331.2,334080,46000,Intel IA-64,Intel IA-64 Itanium 2,1300.0,SGI Altix,Linux,MPP,Research,Not Specified,NUMAlink,NUMAlink,North America,Americas
101,SGI,SGI,SGI Altix 1.3 GHz,United States,2003,256,1142.0,1331.2,334080,46000,Intel IA-64,Intel IA-64 Itanium 2,1300.0,SGI Altix,Linux,MPP,Vendor,Software,NUMAlink,NUMAlink,North America,Americas
104,Semiconductor Company (C),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",United States,2003,580,1114.61,3248.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
105,Semiconductor Company (F),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,India,2003,574,1105.96,2755.2,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Software,Gigabit Ethernet,Gigabit Ethernet,South-central Asia,Asia
106,NASA/Goddard Space Flight Center,Self-made,"Pentium4 Xeon 2.4 GHz, Myrinet",United States,2003,528,1104.0,2534.4,120000,35000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
107,Sony Pictures Imageworks,IBM,xSeries Cluster Xeon 3.06 GHz - Gig-E,United States,2003,568,1097.31,3476.16,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,IBM Cluster,Linux,Cluster,Industry,Image Proc./Rendering,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
109,Petroleum Company (G),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,Saudia Arabia,2003,562,1088.65,2697.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Western Asia,Asia
110,Nestec S.A.,IBM,pSeries 690 Turbo 1.3GHz,Switzerland,2003,400,1081.0,2080.0,0,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Industry,Not Specified,SP Switch,Colony,Western Europe,Europe
111,Sandia National Laboratories,Linux Networx,"P4 Xeon 3.06 GHz, Infiniband",United States,2003,256,1076.0,1566.72,145000,27350,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,Linux Networx Evolocity,Linux,Cluster,Research,Not Specified,Infiniband,Infiniband,North America,Americas
112,Compagnie Generale de Geophysique (CGG),Dell,"PowerEdge 1750, P4 Xeon 3.06 GHz, GigE",United States,2003,1024,1068.0,6266.88,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,Dell PowerEdge Cluster,Linux,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
113,US Army Research Laboratory (ARL),Linux Networx,"Pentium4 Xeon 3.06 GHz, Myrinet",United States,2003,256,1060.0,1566.72,159432,29858,Intel IA-32,Intel IA-32 Pentium 4 Xeon,3060.0,Linux Networx Evolocity,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
115,General Motors,Hewlett-Packard,"Cluster Platform DL360G3, Pentium4 Xeon 2.8 GHz, Myrinet",United States,2003,320,1057.0,1792.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,HP Cluster Platform 3000,Linux,Cluster,Industry,Not Specified,Myrinet,Myrinet,North America,Americas
116,Los Alamos National Laboratory,Linux Networx,"Opteron 1.6 GHz, Infiniband",United States,2003,512,1053.0,1638.0,114000,22202,AMD x86_64,AMD x86_64 Opteron,1600.0,Linux Networx Evolocity,Linux,Cluster,Research,Not Specified,Infiniband,Infiniband,North America,Americas
118,Applera/Celera Genomics,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,384,1038.0,1996.8,245000,0,Power,POWER4,1300.0,IBM pSeries,AIX,MPP,Industry,Life Science,SP Switch,Colony,North America,Americas
121,Lawrence Livermore National Laboratory,Promicro,Pentium4 Xeon 2.8 GHz Cluster - Quadrics,United States,2003,256,1036.0,1433.6,170000,30600,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
122,Lawrence Livermore National Laboratory,Promicro,Pentium4 Xeon 2.8 GHz Cluster - Quadrics,United States,2003,256,1036.0,1433.6,170000,30600,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
123,Compagnie Generale de Geophysique (CGG),IBM,"BladeCenter Cluster Xeon 2.8 GHz, Gig-Ethernet",United Kingdom,2003,520,1028.08,2912.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
124,Petroleum Company (A),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,United States,2003,520,1028.08,2496.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
125,Compagnie Generale de Geophysique (CGG),IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,Malaysia,2003,512,1016.54,2457.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Geophysics,Gigabit Ethernet,Gigabit Ethernet,South-eastern Asia,Asia
126,Lockheed Martin,IBM,xSeries Cluster Xeon 2.4 GHz - Gig-E,United States,2003,512,1016.54,2457.6,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,IBM Cluster,Linux,Cluster,Industry,Aerospace,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
127,Semiconductor Company (C),IBM,"xSeries Xeon 2.8 GHz, Gig-Ethernet",United States,2003,510,1013.65,2856.0,0,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2800.0,IBM Cluster,Linux,Cluster,Industry,Semiconductor,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
129,Argonne National Laboratory,Linux Networx,LCRC Xeon 2.4 GHz - Myrinet,United States,2002,361,1007.0,1732.8,208000,35000,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2400.0,Linux Networx Evolocity,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
130,Japan Atomic Energy Research Institute,Hewlett-Packard,"AlphaServer SC40, 833 MHz",Japan,2002,812,1007.0,1352.8,252700,39954,Alpha,Alpha EV68,833.3,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,Eastern Asia,Asia
131,Commissariat a l'Energie Atomique (CEA),Hewlett-Packard,"AlphaServer SC45, 1.25 GHz",France,2003,512,1004.0,1280.0,159700,34560,Alpha,Alpha,1250.0,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,Western Europe,Europe
