Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Effeciency [GFlops/Watts],Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Site ID,System ID
379,273.0,42,120,Gottfried,"Cray XC40, Intel Xeon E5-2695v2 12C 2.4GHz/E5-2680v3 12C 2.5GHz, Aries interconnect ",HLRN at Universitaet Hannover / RRZN,Cray Inc.,Germany,2014,Academic,40320,,829.805,1241.395,3001680.0,,,787.5,Derived,1.054,MPP,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (IvyBridge),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe,49362,178189
397,279.0,49,193,Laurel 2,"Cray CS400, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","Academic Center for Computing and Media Studies (ACCMS),  Kyoto University",Cray Inc.,Japan,2017,Academic,30600,,821.9,1028.16,3413916.0,,,357.11,Submitted,2.302,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray CS400,Cray CS400,Omnipath,Intel Omni-Path,Eastern Asia,Asia,50516,179096
411,291.0,50,291,Reedbush-L,"SGI Rackable C1102-GP8, Xeon E5-2695v4 18C 2.1GHz, Infiniband EDR, NVIDIA Tesla P100 NVLink","Information Technology Center, The University of Tokyo",HPE,Japan,2017,Academic,16640,14336.0,805.6,1434.214,731136.0,,23.424,79.24,Submitted,10.167,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,RHEL 7.3,Linux,NVIDIA Tesla P100 NVLink,18,Intel Xeon E5 (Broadwell),SGI Rackable C1102-GP8,Rackable Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50096,179171
414,295.0,49,203,Reedbush-H,"SGI Rackable C1102-GP8, Xeon E5-2695v4 18C 2.1GHz, Infiniband FDR, NVIDIA Tesla P100 SXM2","Information Technology Center, The University of Tokyo",HPE,Japan,2017,Academic,17760,13440.0,802.4,1417.152,802400.0,,22.178,93.57,Submitted,8.575,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,RHEL 7.3,Linux,NVIDIA Tesla P100 NVLink,18,Intel Xeon E5 (Broadwell),SGI Rackable C1102-GP8,Rackable Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50096,179107
417,,51,417,PALMA II,"MEGWARE MiriQuid, Xeon Gold 6140 18C 2.3GHz, Intel Xeon E5-2683v4 Intel Omni-Path",Westfälische Wilhelms-Universität Münster,MEGWARE,Germany,2018,Academic,17352,,800.327,1277.107,2163840.0,516384.0,,214.4,Submitted,3.733,Cluster,Xeon Gold 6140 18C 2.3GHz,Intel Skylake,2300,CentOS,Linux,None,18,Xeon Gold,MEGWARE MiriQuid,MEGWARE Cluster,Omnipath,Intel Omni-Path,Western Europe,Europe,50768,179438
422,302.0,50,302,Brown,"PowerEdge R640, Xeon Gold 6126 12C 2.6GHz, Infiniband EDR",Purdue University,Dell EMC,United States,2017,Academic,12960,,793.245,1078.272,2330880.0,,,240.0,Submitted,3.305,Cluster,Xeon Gold 6126 12C 2.6GHz,Intel Skylake,2600,Linux,Linux,None,12,Xeon Gold,PowerEdge R640,Dell PowerEdge Cluster,Infiniband,Infiniband EDR,North America,Americas,48657,179169
428,308.0,49,208,,"Huawei X6800 V3, Xeon E5-2683 v4  16C 2.1GHz, Infiniband EDR",University (A),Huawei,China,2017,Academic,28160,,787.103,946.176,3356160.0,,,357.5,Submitted,2.202,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,CentOS,Linux,None,16,Intel Xeon E5 (Broadwell),Huawei X6800 V3,Huawei Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia,50705,179050
433,313.0,45,86,XStream,"Cray CS-Storm, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Nvidia K80",Stanford Research Computing Center,Cray Inc.,United States,2015,Academic,14820,13520.0,781.3,1001.692,1207296.0,,23.02,190.0,Submitted,4.112,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,NVIDIA Tesla K80,10,Intel Xeon E5 (IvyBridge),Cray CS-Storm,Cray CS-Storm,Infiniband,Infiniband FDR,North America,Americas,50575,178566
436,315.0,45,87,Sekirei-ACC,"SGI ICE XA, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR, Nvidia K40",University of Tokyo/Institute for Solid State Physics,HPE,Japan,2015,Academic,15552,8640.0,777.4,1100.16,1935360.0,,,255.3,Submitted,3.045,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,NVIDIA Tesla K40,12,Intel Xeon E5 (Haswell),SGI ICE XA,SGI ICE,Infiniband,Infiniband FDR,Eastern Asia,Asia,49208,178527
442,320.0,47,126,ForHLR II,"Lenovo NeXtScale nx360M5, Xeon E5-2660v3 10C 2.6GHz, Infiniband EDR/FDR",Karlsruher Institut für Technologie (KIT) ,Lenovo,Germany,2016,Academic,22960,,768.336,955.136,2865408.0,,,435.0,Submitted,1.766,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo NeXtScale nx360 M5,Lenovo NeXtScale,Infiniband,Infiniband EDR/FDR,Western Europe,Europe,50444,178840
468,344.0,43,51,COMA (PACS-IX),"Cray CS300 1027GR, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR, Intel Xeon Phi 7110P","Center for Computational Sciences, University of Tsukuba",Cray Inc.,Japan,2014,Academic,55664,47824.0,745.997,998.502,1638400.0,,,365.8,Submitted,2.039,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,Intel Xeon Phi 7110P,10,Intel Xeon E5 (IvyBridge),Cray CS300 1027GR,Cray CS300,Infiniband,Infiniband FDR,Eastern Asia,Asia,47529,178326
477,351.0,46,114,HiperGator 2.0,"PowerEdge C6320, Xeon E5-2698v3 16C 2.3GHz, Infiniband",University of Florida,Dell EMC,United States,2015,Academic,29184,,738.065,1073.971,3500160.0,,,384.0,Submitted,1.922,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Redhat Enterprise Linux 6.5,Linux,None,16,Intel Xeon E5 (Haswell),PowerEdge C6320,Dell PowerEdge Cluster,Infiniband,Infiniband,North America,Americas,49751,178663
478,352.0,45,94,Earth System Numerical Simulator,"Sugon Cluster TC4600E, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","LASG/Institute of Atmospheric Physics, CAS",Sugon,China,2015,Academic,24912,,738.0,996.48,4223000.0,,6.27,540.0,Submitted,1.367,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Sugon Cluster TC4600E,Sugon Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,49542,178562
499,371.0,40,67,BGQ,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect",SOSCIP/LKSAVI/University of Toronto,IBM,Canada,2012,Academic,65536,,715.551,838.861,,,,328.75,Submitted,2.177,MPP,Power BQC 16C 1.6GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom Interconnect,North America,Americas,50424,177831
